algorithm,seed,result,reads,probability,qubo_energy,energy_check_abs_error,match,projection_match,encoded_match,aux_consistent,best_aux_bits,best_full_bits_for_projection,best_aux_qubo_energy,qubo_energy_gap_to_best_aux,aux_hamming_to_best,matched_ip_obj,flow_bits,full_bits,number_of_reads,maximum_iterations,number_of_layers,use_fast_aer_backend,fast_aer_precision,fast_aer_threads,fast_mps_truncation_threshold,fast_mps_max_bond_dimension
VQE,20260613,91,1,0.0078125,1727.4343999999992,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000000000000,001100000110000100010100000000000000,1000.7132999999997,726.7211,9,,0011000001100001000,001100000110000100010111101011100101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,92,1,0.0078125,1728.0412999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100100,111110110011101101000000000000100100,787.5786999999995,940.4626,10,,1111101100111011010,111110110011101101001111111101100110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,93,1,0.0078125,1739.4704999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111100000000,000100111001101110000000111100000000,841.7561999999999,897.7142999999995,9,,0001001110011011100,000100111001101110001010001100111110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,94,1,0.0078125,1744.3183999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000000000,001110101111101000110000100000000000,1231.3387999999995,512.9795999999997,8,,0011101011111010001,001110101111101000100011010000110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,95,1,0.0078125,1770.6046999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100100010000000,001110011000011010000100100010000000,1172.1284999999996,598.4761999999998,8,,0011100110000110100,001110011000011010001110100111101101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,96,1,0.0078125,1777.6912999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000000,100000001100001110001100101011000000,1264.7116999999994,512.9796000000001,6,,1000000011000011100,100000001100001110001110001110100001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,97,1,0.0078125,1817.8658999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000111000,111101111011111000110000000000111000,1561.3760999999995,256.48979999999983,4,,1111011110111110001,111101111011111000110001010100101000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,98,1,0.0078125,1818.2420999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010111100000000,000110110001011010000010111100000000,920.5278,897.7142999999995,11,,0001101100010110100,000110110001011010011100001010110010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,99,1,0.0078125,1823.5620999999992,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100101010000000,000100001100001110000100101010000000,1310.5824999999995,512.9795999999997,8,,0001000011000011100,000100001100001110011100100111101001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,100,1,0.0078125,1825.3374999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000111010100000,101001111100110110100000111010100000,1226.8612999999996,598.4762000000001,8,,1010011111001101101,101001111100110110111010110000101101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,101,1,0.0078125,1856.4117999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100001011000000,010010001001011100010100001011000000,1343.4321999999995,512.9795999999999,8,,0100100010010111000,010010001001011100010000000101101110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,102,1,0.0078125,1861.9057999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000111010000000,101000110101011100010000111010000000,1306.1778999999997,555.7278999999999,7,,1010001101010111000,101000110101011100000011110000100100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,103,1,0.0078125,1864.7807999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000001000101000,010001110011101110000000001000101000,967.0664999999997,897.7142999999999,13,,0100011100111011100,010001110011101110011101010111110101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,104,1,0.0078125,1898.278099999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000101000,110001110011111100010000001000101000,1214.3052999999995,683.9728,8,,1100011100111111000,110001110011111100010111001010011101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,105,1,0.0078125,1936.2917999999995,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000100001,111100000011111001100100000000100001,995.8291999999994,940.4625999999996,12,,1111000000111110011,111100000011111001111010001101001110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,106,1,0.0078125,1936.8537999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000100100,111110011010101101000100000000100100,1210.1326999999997,726.7210999999998,7,,1111100110101011010,111110011010101101001111001010000000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,107,1,0.0078125,1948.1788999999994,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000000000000,001110000111101100110100000000000000,1007.7162999999996,940.4625999999998,10,,0011100001111011001,001110000111101100101011001010110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,108,1,0.0078125,1948.6334999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,11000101000001000,100001101110110000111000101000001000,1563.8987999999995,384.7347,7,,1000011011101100001,100001101110110000100001001010111000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,109,1,0.0078125,1952.5143999999996,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100001011000001,010010001100011011000100001011000001,1225.7932999999996,726.7211,11,,0100100011000110110,010010001100011011000001000110111110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,110,1,0.0078125,1980.611699999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000001000101000,010001100010011100110000001000101000,1681.3735999999994,299.2380999999996,9,,0100011000100111001,010001100010011100100010010111011000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,111,1,0.0078125,1981.663199999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000101000,101101000110010100110000000000101000,1297.6903999999995,683.9727999999996,10,,1011010001100101001,101101000110010100101110100110110010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,112,1,0.0078125,1992.2311999999997,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000100000101000,101101110011111111100000100000101000,1436.5032999999994,555.7279000000003,11,,1011011100111111111,101101110011111111111010010110010010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,113,1,0.0078125,1994.2211999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101100100010,110101101001010111100000101100100010,1182.0034999999996,812.2176999999999,11,,1101011010010101111,110101101001010111111001011011001000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,114,1,0.0078125,2039.2909999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000010101000,010001011110001010000000000010101000,1227.0732999999996,812.2176999999997,9,,0100010111100010100,010001011110001010000011011111110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,115,1,0.0078125,2039.7573999999995,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000010100111,111100011101100011000100000010100111,1355.7845999999995,683.9728,6,,1111000111011000110,111100011101100011011110001110100101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,116,1,0.0078125,2071.795699999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000101000110000,011101100100110100010000101000110000,1858.0541999999991,213.7415000000001,5,,0111011001001101000,011101100100110100010000110100000000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,117,1,0.0078125,2079.881299999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100100011000000,001000011101111100110100100011000000,1224.9152999999997,854.9659999999994,10,,0010000111011111001,001000011101111100110000001100110101,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,118,1,0.0078125,2116.152099999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000101011,110111001110010001000000000000101011,1303.9343999999994,812.2176999999999,11,,1101110011100100010,110111001110010001010111101101000001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,119,1,0.0078125,2206.1115999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000100000,111110100110010010000000000000100000,1308.3972999999992,897.7143000000001,11,,1111101001100100100,111110100110010010011001001011011011,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,120,1,0.0078125,2301.9058999999993,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,01100101011000000,000010011101011111101100101011000000,1404.1915999999997,897.7142999999996,11,,0000100111010111111,000010011101011111100010100000110111,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,121,1,0.0078125,2331.8224999999993,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00010101000110000,011111100001001110000010101000110000,1733.3462999999992,598.4761999999996,6,,0111111000010011100,011111100001001110010111111100110010,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,122,1,0.0078125,2414.297599999999,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000000000111000,011001110011011100110000000000111000,1815.8213999999994,598.4761999999996,6,,0110011100110111001,011001110011011100110001110100110100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,123,1,0.0078125,2461.857599999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10100000000000000,000110010111011100010100000000000000,1478.6466999999993,983.2109,9,,0001100101110111000,000110010111011100010001010111110001,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,124,1,0.0078125,2506.473699999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00100000000100000,111110011011111111100100000000100000,1694.2559999999994,812.2177000000001,9,,1111100110111111111,111110011011111111101010110010011000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,125,1,0.0078125,2679.4348999999993,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000100000,011110100100011111100000101000100000,1995.4620999999993,683.9727999999996,10,,0111101001000111111,011110100100011111100111000011010100,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,126,1,0.0078125,2685.9509999999987,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,10000100000101000,001101111111010100010000100000101000,1788.2366999999995,897.7142999999996,11,,0011011111110101000,001101111111010100001111010100001110,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,127,1,0.0078125,2803.899799999999,4.547473508864641e-13,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000000000111000,011111000110110110000000000000111000,1991.6820999999995,812.2176999999997,7,,0111110001101101100,011111000110110110011101101010111000,128,10,1,true,single,8,1.0e-10,64
VQE,20260613,128,1,0.0078125,2849.6890999999987,0.0,not_in_gurobi_pool,not_in_gurobi_pool,not_in_gurobi_pool,,00000101000110100,011101100100001111100000101000110100,1951.974799999999,897.7142999999996,9,,0111011001000011111,011101100100001111111001001101001100,128,10,1,true,single,8,1.0e-10,64
